Player,Year,POS,club,GP,GS,MINS,G,A,G/90min,A/90min,GWG,GWA,HmG,RdG,HmA,RdA,base_salary,guaranteed_compensation,G+A
Romario Williams,2016,F,MTL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,150000.0,194000.0,0
Ross Friedman,2014,D,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,73000.0,73000.0,0
Ross LaBauex,2010,M,COL,5,1,76,0,0,0.0,0.0,0,0,0,0,0,0,80000.0,80000.0,0
Ross LaBauex,2011,M,COL,13,5,409,0,0,0.0,0.0,0,0,0,0,0,0,88000.0,88000.0,0
Ross Schunk,2009,F,COL,3,0,10,0,0,0.0,0.0,0,0,0,0,0,0,20100.0,20100.0,0
Ross Schunk,2010,F,COL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,80000.0,80000.0,0
Roy Miller,2017,D,POR,27,26,2314,1,1,0.04,0.04,1,1,0,1,1,0,300000.0,300000.0,2
Ruben Luna,2010,F,DAL,5,0,61,0,0,0.0,0.0,0,0,0,0,0,0,90000.0,94000.0,0
Ruben Luna,2011,F,DAL,15,2,407,1,1,0.22,0.22,0,1,0,1,1,0,110000.0,159583.34,2
Ruben Luna,2012,F,DAL,7,2,208,1,0,0.43,0.0,0,0,1,0,0,0,60000.0,84791.67,1
Russell Teibert,2011,M,VAN,11,5,503,0,0,0.0,0.0,0,0,0,0,0,0,50004.0,55604.0,0
Russell Teibert,2012,M,VAN,4,1,117,0,0,0.0,0.0,0,0,0,0,0,0,110000.0,121200.0,0
Russell Teibert,2013,M,VAN,24,19,1777,2,9,0.1,0.46,1,2,2,0,5,4,60000.0,65600.0,11
Russell Teibert,2014,M,VAN,29,22,1971,0,2,0.0,0.09,0,0,0,0,0,2,70000.0,75600.0,2
Russell Teibert,2015,M,VAN,24,16,1436,0,1,0.0,0.07,0,1,0,0,0,1,200000.0,335000.0,1
Russell Teibert,2016,M,VAN,11,8,696,0,0,0.0,0.0,0,0,0,0,0,0,115000.0,182500.0,0
Russell Teibert,2017,M,VAN,12,8,731,0,0,0.0,0.0,0,0,0,0,0,0,253000.0,388000.0,0
Rusty Pierce,2007,D,CLB,21,19,1580,0,1,0.0,0.06,0,0,0,0,1,0,63000.0,64300.0,1
Ryan Cochrane,2007,D,HOU,29,29,2449,1,1,0.04,0.23,0,0,0,1,1,0,102298.0,132298.0,2
Ryan Cochrane,2009,D,HOU,8,6,549,0,2,0.0,0.33,0,0,0,0,0,2,290000.0,292500.0,2
Ryan Cochrane,2010,D,HOU,12,5,569,0,0,0.0,0.0,0,0,0,0,0,0,100000.0,100000.0,0
Ryan Finley,2013,F,CLB,14,3,430,1,1,0.21,0.21,1,0,1,0,1,0,46500.0,74000.0,2
Ryan Finley,2014,F,CHV,16,4,437,1,0,0.21,0.0,0,0,1,0,0,0,51150.0,78650.0,1
Ryan Hollingshead,2014,M,DAL,12,4,290,0,0,0.0,0.0,0,0,0,0,0,0,97000.0,97000.0,0
Ryan Hollingshead,2015,M,DAL,37,29,2557,3,3,0.31,0.12,0,1,1,2,2,1,120000.0,120000.0,6
Ryan Hollingshead,2016,M,DAL,31,23,2130,2,0,0.09,0.0,0,0,2,0,0,0,245000.0,245000.0,2
Ryan Hollingshead,2017,M,DAL,18,9,820,0,0,0.0,0.0,0,0,0,0,0,0,132500.0,132500.0,0
Ryan Johnson,2012,F,TOR,31,31,2769,7,5,0.23,0.16,0,0,2,5,1,4,137813.0,137813.0,12
Ryan Johnson,2013,F,POR,33,24,2000,10,4,0.8500000000000001,0.2,1,1,7,3,1,3,289408.0,289408.0,14
Ryan Junge,2007,D,CLB,1,0,15,0,0,0.0,0.0,0,0,0,0,0,0,12900.0,12900.0,0
Ryan Junge,2008,D,CLB,5,3,283,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
Ryan Kawulok,2012,D,POR,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,33750.0,33750.0,0
Ryan Miller,2013,D,POR,7,4,350,0,0,0.0,0.0,0,0,0,0,0,0,120000.0,130000.0,0
Ryan Pore,2011,M,POR,8,2,200,0,0,0.0,0.0,0,0,0,0,0,0,80000.0,80000.0,0
Ryan Richter,2011,D,PHI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,65208.0,65208.0,0
Ryan Richter,2013,D,TOR,13,12,1118,0,1,0.0,0.08,0,0,0,0,1,0,35125.0,35125.0,1
Ryan Richter,2014,D,TOR,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,48500.0,48500.0,0
Ryan Smith,2012,M,CHV,21,12,1215,0,4,0.0,0.3,0,1,0,0,0,4,160000.0,205666.67,4
Sagi Lev-Ari,2015,F,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,60000.0,60000.0,0
Sal Zizzo,2010,D,CHV,10,1,254,0,1,0.0,0.35,0,0,0,0,1,0,60000.0,68250.0,1
Sal Zizzo,2011,D,POR,30,14,1515,0,3,0.0,0.18,0,0,0,0,2,1,65000.0,73250.0,3
Sal Zizzo,2012,D,POR,20,12,1174,1,4,0.08,0.31,0,1,0,1,1,3,73125.0,81414.06,5
Sal Zizzo,2013,D,POR,10,2,255,1,0,0.35,0.0,0,0,0,1,0,0,153562.0,171975.54,1
Sam Cronin,2015,M,COL,26,24,2143,1,0,0.04,0.0,0,0,1,0,0,0,200000.0,202500.0,1
Sam Cronin,2016,M,COL,36,36,3224,1,4,0.03,0.39,0,2,1,0,3,1,450000.0,455000.0,5
Sam Hamilton,2017,M,COL,3,1,124,0,0,0.0,0.0,0,0,0,0,0,0,65004.0,65004.0,0
Sammy Ochoa,2011,F,SEA,6,1,177,2,0,1.8,0.0,0,0,1,1,0,0,84000.0,89000.0,2
Sammy Ochoa,2012,F,SEA,10,4,381,1,1,0.28,0.28,0,0,0,1,1,0,110000.0,115000.0,2
Samuel Appiah,2010,M,HOU,2,0,37,1,0,2.43,0.0,0,0,1,0,0,0,40000.0,40000.0,1
Sandy Gbandi,2007,M,DAL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
Sanna Nyassi,2009,M,SEA,15,2,321,0,0,0.0,0.0,0,0,0,0,0,0,40200.0,40200.0,0
Sanna Nyassi,2010,M,SEA,26,16,1360,2,3,0.15,0.22,1,3,1,1,1,2,80000.0,80000.0,5
Sanna Nyassi,2011,M,COL,29,20,1855,5,5,0.28,0.28,1,1,3,2,4,1,84000.0,84000.0,10
Sanna Nyassi,2012,M,MTL,28,17,1716,6,3,0.31,0.16,2,0,3,3,2,1,125000.0,132625.0,9
Sanna Nyassi,2013,M,MTL,22,11,1162,1,1,0.08,0.08,0,0,0,1,0,1,280000.0,295250.0,2
Sanna Nyassi,2014,M,CHI,14,10,739,2,1,0.24,0.12,0,0,0,2,1,0,147000.0,154625.0,3
Santiago Gonzalez,2014,F,MTL,9,0,80,0,0,0.0,0.0,0,0,0,0,0,0,50000.0,50000.0,0
Santiago Prim,2011,M,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,65200.0,65200.0,0
Sasha Victorine,2008,M,CHV,21,16,1466,3,1,0.18,0.06,1,0,2,1,1,0,302500.0,307500.0,4
Sasha Victorine,2009,M,CHV,10,4,470,0,1,0.0,0.19,0,0,0,0,0,1,125000.0,135000.0,1
Schillo Tshuma,2014,F,POR,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,75000.0,113000.0,0
Scott Caldwell,2013,M,NE,31,23,2268,0,2,0.0,0.08,0,0,0,0,1,1,93000.0,108000.0,2
Scott Caldwell,2014,M,NE,31,19,1971,0,4,0.0,0.55,0,1,0,0,1,3,104626.0,119626.0,4
Scott Caldwell,2015,M,NE,35,33,2969,2,5,0.06,0.16,0,2,1,1,4,1,120000.0,135000.0,7
Scott Caldwell,2016,M,NE,32,31,2622,0,3,0.0,0.1,0,2,0,0,3,0,100000.0,110000.0,3
Scott Caldwell,2017,M,NE,33,26,2195,1,5,0.04,0.21,1,2,1,0,5,0,115000.0,125000.0,6
Scott Jones,2007,M,DAL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
Scott Palguta,2009,D,COL,23,19,1749,0,0,0.0,0.0,0,0,0,0,0,0,54999.96,54999.96,0
Scott Palguta,2010,D,COL,16,5,560,0,0,0.0,0.0,0,0,0,0,0,0,115500.0,115500.0,0
Scott Palguta,2011,D,COL,11,6,671,2,0,0.33,0.0,2,0,1,1,0,0,121276.0,121276.0,2
Scott Palguta,2012,D,COL,2,1,116,0,0,0.0,0.0,0,0,0,0,0,0,63670.0,63670.0,0
Scott Sealy,2012,F,DAL,16,8,641,2,0,0.28,0.0,0,0,1,1,0,0,50004.0,50004.0,2
Scott Sutter,2017,D,ORL,32,30,2729,1,4,0.03,0.13,0,0,0,1,2,2,240000.0,240000.0,5
Sean Franklin,2016,D,DC,29,29,2494,1,2,0.04,0.07,0,0,1,0,1,1,450000.0,513333.34,3
Sean Franklin,2017,D,DC,19,15,1415,0,2,0.0,0.13,0,1,0,0,0,2,258756.0,283756.0,2
Sean Okoli,2014,F,SEA,3,0,19,0,0,0.0,0.0,0,0,0,0,0,0,97000.0,97500.0,0
Sean St. Ledger,2015,D,COL,27,26,2261,0,2,0.0,0.08,0,1,0,0,2,0,124992.0,147492.0,2
Sean St. Ledger,2016,D,COL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,383750.0,388750.0,0
Sebastian Blanco,2017,M-F,POR,34,32,2818,8,8,0.26,0.26,1,4,3,5,5,3,2000016.0,2150016.0,16
Sebastian Fernandez,2014,F,VAN,32,24,1968,5,0,0.23,0.0,3,0,4,1,0,0,143000.0,143000.0,5
Sebastian Giovinco,2015,F,TOR,34,33,2865,22,16,0.71,0.52,7,1,12,10,9,7,11200000.0,14231111.34,38
Sebastian Giovinco,2016,F,TOR,34,34,2975,21,19,1.28,1.21,5,6,11,10,9,10,11200000.0,14231111.34,40
Sebastian Giovinco,2017,F,TOR,29,29,2417,17,7,0.95,0.51,5,3,10,7,6,1,11200000.0,14231111.34,24
Sebastian Hines,2015,D,ORL,23,21,1925,1,0,0.05,0.0,1,0,1,0,0,0,108576.0,109826.0,1
Sebastian Hines,2016,D,ORL,26,23,2105,3,0,0.13,0.0,0,0,3,0,0,0,150000.0,151250.0,3
Sebastian Hines,2017,D,ORL,6,5,443,1,0,0.2,0.0,1,0,1,0,0,0,129996.0,129996.0,1
Sebastian Jaime,2014,F,RSL,7,3,281,0,0,0.0,0.0,0,0,0,0,0,0,432000.0,432000.0,0
Sebastian Jaime,2015,F,RSL,20,17,1267,5,2,0.36,0.14,0,0,4,1,1,1,200000.0,266666.67,7
Sebastian Lletget,2015,M,LA,21,18,1525,8,2,1.6099999999999999,0.12,1,0,5,3,2,0,190000.08,201000.08,10
Sebastian Lletget,2016,M,LA,34,26,2357,1,8,0.04,0.35,0,1,0,1,4,4,220000.0,231000.0,9
Sebastian Lletget,2017,M,LA,3,3,270,0,0,0.0,0.0,0,0,0,0,0,0,230000.0,242666.67,0
Sebastian Saucedo,2015,F,RSL,9,1,168,0,0,0.0,0.0,0,0,0,0,0,0,50000.0,60500.0,0
Sebastian Saucedo,2017,F,RSL,20,5,573,0,2,0.0,0.31,0,0,0,0,1,1,90000.0,100500.0,2
Sebastian Velasquez,2013,M,RSL,24,11,1134,1,3,0.37,0.3,1,1,1,0,3,0,93000.0,93000.0,4
Sebastian Velasquez,2014,M,RSL,10,1,222,1,2,0.41,0.81,0,1,1,0,1,1,97650.0,97650.0,3
Sergio Camargo,2017,M,TOR,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,130008.0,130008.0,0
Servando Carrasco,2011,M,SEA,12,7,689,0,0,0.0,0.0,0,0,0,0,0,0,84000.0,84000.0,0
Servando Carrasco,2012,M,SEA,9,2,235,0,0,0.0,0.0,0,0,0,0,0,0,88200.0,88200.0,0
Servando Carrasco,2013,M,HOU,23,13,1271,1,1,0.07,0.07,0,0,1,0,1,0,93000.0,93000.0,2
Servando Carrasco,2014,M,HOU,16,9,784,0,0,0.0,0.0,0,0,0,0,0,0,48825.0,48825.0,0
Servando Carrasco,2016,M,ORL,31,21,2001,0,2,0.0,0.09,0,0,0,0,2,0,95000.0,99625.0,2
Servando Carrasco,2017,M,ORL,15,9,833,1,0,0.11,0.0,1,0,1,0,0,0,114996.0,114996.0,1
Seth Sinovic,2010,D,NE,20,18,1580,0,0,0.0,0.0,0,0,0,0,0,0,40000.0,40000.0,0
Seyi Adekoya,2017,F,SEA,2,1,77,0,0,0.0,0.0,0,0,0,0,0,0,106008.0,106008.0,0
Shalrie Joseph,2012,M,CHV,30,27,2561,3,4,0.11,0.14,0,1,1,2,0,4,495000.0,554333.33,7
Shalrie Joseph,2013,M,SEA,12,7,654,1,1,0.15,1.45,0,0,0,1,1,0,120000.0,211000.0,2
Shamit Shome,2017,M,MTL,1,0,8,0,0,0.0,0.0,0,0,0,0,0,0,100000.08,128500.08,0
Shaun Francis,2010,D,CLB,14,12,1203,0,1,0.0,0.09,0,0,0,0,0,1,80000.0,80000.0,1
Shaun Francis,2011,D,CLB,6,5,428,0,0,0.0,0.0,0,0,0,0,0,0,84000.0,84000.0,0
Shaun Francis,2013,D,CHI,1,1,90,0,0,0.0,0.0,0,0,0,0,0,0,46500.0,46500.0,0
Shavar Thomas,2007,D,CHV,25,25,2217,0,0,0.0,0.0,0,0,0,0,0,0,140000.0,147500.0,0
Shavar Thomas,2008,D,CHV,21,20,1733,0,0,0.0,0.0,0,0,0,0,0,0,190000.0,197500.0,0
Shavar Thomas,2009,D,CHV,18,18,1549,0,0,0.0,0.0,0,0,0,0,0,0,209000.0,216500.0,0
Shavar Thomas,2012,D,MTL,15,13,1255,0,0,0.0,0.0,0,0,0,0,0,0,80000.0,94666.67,0
Shawn Sloan,2013,M,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,35125.0,35125.0,0
Shea Salinas,2008,M,SJ,23,2,544,2,0,0.33,0.0,0,0,1,1,0,0,33000.0,33000.0,2
Shea Salinas,2009,M,SJ,23,13,1306,0,5,0.0,0.34,0,0,0,0,3,2,36300.0,36300.0,5
Shea Salinas,2012,M,SJ,21,11,1153,1,7,0.08,0.57,0,2,0,1,6,1,164000.0,175950.16,8
Shea Salinas,2013,M,SJ,28,24,1982,2,8,0.09,0.36,1,4,2,0,5,3,93975.0,100219.15,10
Shea Salinas,2014,M,SJ,31,30,2470,1,8,0.04,0.29,0,2,1,0,5,3,130000.0,133333.33,9
Shea Salinas,2015,M,SJ,34,29,2621,3,5,0.1,0.17,1,2,2,1,2,3,145000.0,148333.33,8
Shea Salinas,2016,M,SJ,33,8,1223,1,5,0.07,0.37,0,1,0,1,4,1,163125.0,166458.33,6
Shea Salinas,2017,M,SJ,26,16,1525,1,3,0.06,0.19,1,2,1,0,2,1,370000.0,370000.0,4
Sheanon Williams,2011,D-M,PHI,34,34,3008,1,3,0.03,0.1,0,0,0,1,2,1,84000.0,84000.0,4
Sheanon Williams,2012,D-M,PHI,28,28,2486,1,2,0.04,0.07,0,1,0,1,1,1,85000.0,90500.0,3
Sheanon Williams,2013,D-M,PHI,32,32,2867,2,8,0.06,0.25,0,3,2,0,5,3,105000.0,110500.0,10
Sheanon Williams,2014,D-M,PHI,24,23,2088,3,4,0.13,0.17,1,3,3,0,2,2,125000.0,130500.0,7
Sheanon Williams,2015,D-M,HOU,31,27,2428,0,4,0.0,0.15,0,3,0,0,4,0,145000.0,150500.0,4
Sheanon Williams,2016,D-M,HOU,22,20,1807,0,1,0.0,0.05,0,0,0,0,1,0,162500.0,171500.0,1
Sheanon Williams,2017,D-M,VAN,15,15,1349,0,3,0.0,0.2,0,1,0,0,2,1,350000.0,368000.0,3
Sherjill MacDonald,2012,F,CHI,15,13,1123,4,4,0.35,0.35,2,0,2,2,2,2,720000.0,974250.0,8
Shkelzen Gashi,2016,M-F,COL,30,29,2421,10,4,0.6799999999999999,0.17,3,0,2,8,1,3,3150000.0,3337500.0,14
Shkelzen Gashi,2017,M-F,COL,17,12,1034,2,1,0.17,0.09,1,1,2,0,1,0,1575000.0,1668750.0,3
Sidney Rivera,2015,F,ORL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,50000.0,50000.0,0
Simon Dawkins,2017,M,SJ,14,7,637,0,0,0.0,0.0,0,0,0,0,0,0,1600000.0,1600000.0,0
Sinisa Ubiparipovic,2012,F-M,MTL,12,3,325,2,0,0.55,0.0,0,0,2,0,0,0,55000.0,55000.0,2
Sinisa Ubiparipovic,2013,F-M,MTL,1,0,5,0,0,0.0,0.0,0,0,0,0,0,0,115500.0,115500.0,0
Spencer Thompson,2011,F,POR,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,32604.0,32604.0,0
Spencer Wadsworth,2008,M-F,DAL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,12900.0,12900.0,0
Stanley Nyazamba,2008,M,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
Stanley Nyazamba,2009,M,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,68000.0,68000.0,0
Stefan Dimitrov,2009,F,CHI,7,1,124,0,0,0.0,0.0,0,0,0,0,0,0,68016.0,68016.0,0
Stefan Dimitrov,2010,F,CHI,5,1,67,0,0,0.0,0.0,0,0,0,0,0,0,40000.0,40000.0,0
Stefani Miglioranzi,2007,M,CLB,23,17,1621,3,2,0.17,0.11,1,1,1,2,1,1,70008.0,86258.0,5
Stefani Miglioranzi,2008,M,CLB,14,7,471,0,1,0.0,0.19,0,1,0,0,0,1,152400.0,168400.0,1
Stefani Miglioranzi,2010,M,PHI,26,25,2097,0,0,0.0,0.0,0,0,0,0,0,0,125000.0,148125.0,0
Stefani Miglioranzi,2011,M,PHI,18,12,1042,0,0,0.0,0.0,0,0,0,0,0,0,260000.0,306250.0,0
Stephen Keel,2007,D,COL,4,1,177,0,0,0.0,0.0,0,0,0,0,0,0,17700.0,17700.0,0
Stephen Keel,2008,D,COL,6,6,540,0,0,0.0,0.0,0,0,0,0,0,0,17700.0,17700.0,0
Stephen Keel,2013,D,DAL,8,5,497,1,0,0.18,0.0,0,0,0,1,0,0,46500.0,46500.0,1
Stephen Keel,2014,D,DAL,16,14,1307,0,1,0.0,0.07,0,1,0,0,1,0,97650.0,97650.0,1
Stephen Keel,2015,D,DAL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,120000.0,120000.0,0
Stephen King,2008,M,CHI,21,8,859,2,1,0.21,0.11,1,0,1,1,1,0,35400.0,35400.0,3
Stephen King,2009,M,SEA,10,3,433,0,0,0.0,0.0,0,0,0,0,0,0,68000.0,68000.0,0
Stephen Wondolowski,2008,D,HOU,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
Steve Purdy,2011,D,POR,8,8,720,0,0,0.0,0.0,0,0,0,0,0,0,42000.0,42000.0,0
Steve Purdy,2012,D,POR,3,3,188,0,0,0.0,0.0,0,0,0,0,0,0,44000.0,44000.0,0
Steve Zakuani,2009,M,SEA,31,26,2142,4,4,0.18,0.18,2,1,1,3,3,1,130000.0,326000.0,8
Steve Zakuani,2010,M,SEA,31,29,2465,11,6,0.89,0.24,1,4,6,5,3,3,160000.0,356000.0,17
Steve Zakuani,2011,M,SEA,6,6,453,2,2,0.4,0.4,1,0,2,0,0,2,180000.0,376000.0,4
Steve Zakuani,2012,M,SEA,11,5,419,1,1,0.28,0.28,0,0,1,0,0,1,220000.0,416000.0,2
Steve Zakuani,2013,M,SEA,8,6,492,0,1,0.0,0.18,0,0,0,0,1,0,270000.0,466000.0,1
Steve Zakuani,2014,M,POR,17,9,739,0,3,0.0,0.37,0,0,0,0,2,1,120000.0,120000.0,3
Steven Beitashour,2014,D,VAN,27,27,2371,0,3,0.0,0.11,0,1,0,0,2,1,170000.0,177166.67,3
Steven Beitashour,2015,D,VAN,29,29,2596,0,5,0.0,0.19,0,1,0,0,1,4,380000.0,394333.34,5
Steven Beitashour,2016,D,TOR,35,35,3137,0,3,0.0,0.35,0,0,0,0,1,2,460000.0,488000.0,3
Steven Beitashour,2017,D,TOR,27,22,2013,0,5,0.0,0.28,0,1,0,0,3,2,500000.0,528000.0,5
Steven Birnbaum,2014,D,DC,23,23,2070,0,1,0.0,0.5,0,1,0,0,1,0,110000.0,170000.0,1
Steven Birnbaum,2015,D,DC,25,24,2092,2,0,0.1,0.0,0,0,1,1,0,0,132000.0,192000.0,2
Steven Birnbaum,2016,D,DC,27,27,2430,3,2,0.12,0.08,1,0,2,1,2,0,172700.0,232700.0,5
Steven Birnbaum,2017,D,DC,26,25,2249,0,0,0.0,0.0,0,0,0,0,0,0,474996.0,499996.0,0
Steven Caldwell,2013,D,TOR,23,23,2066,1,1,0.04,0.04,0,0,1,0,0,1,79999.98,89999.98,2
Steven Caldwell,2014,D,TOR,21,21,1774,0,0,0.0,0.0,0,0,0,0,0,0,325000.0,364166.67,0
Steven Curfman,2007,M,RSL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,12900.0,12900.0,0
Steven Emory,2011,M,COL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,65208.0,65208.0,0
Steven Evans,2013,M,POR,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,93000.0,93000.0,0
Steven Evans,2014,M,POR,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,48825.0,53825.0,0
Steven Kinney,2010,D,CHI,13,10,963,1,1,0.09,0.09,1,1,0,1,1,0,40000.0,40000.0,2
Steven Kinney,2011,D,CHI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,42000.0,42000.0,0
Steven Kinney,2012,D,CHI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,88200.0,88200.0,0
Steven Kinney,2013,D,CHI,2,2,180,0,0,0.0,0.0,0,0,0,0,0,0,46500.0,46500.0,0
Steven Kinney,2014,D,CHI,2,2,135,0,0,0.0,0.0,0,0,0,0,0,0,48825.0,48825.0,0
Steven Lenhart,2008,F,CLB,12,3,286,5,0,12.54,0.0,1,0,1,4,0,0,25800.0,25800.0,5
Steven Lenhart,2009,F,CLB,28,11,1171,3,2,0.25,0.17,0,0,3,0,2,0,68000.0,72666.68,5
Steven Lenhart,2010,F,CLB,29,18,1738,6,2,0.33,0.11,1,0,1,5,1,1,80000.0,84666.68,8
Steven Smith,2012,D,POR,22,22,1875,0,2,0.0,0.1,0,0,0,0,1,1,108000.0,120500.0,2
Stuart Holden,2007,M,HOU,26,11,1180,6,5,1.04,0.44,3,2,3,3,3,2,63000.0,63000.0,11
Stuart Holden,2008,M,HOU,29,18,1694,3,5,0.16,2.3600000000000003,2,2,3,0,4,1,66150.0,66150.0,8
Stuart Holden,2009,M,HOU,29,29,2670,6,4,0.23,0.15,5,2,4,2,3,1,69457.5,69457.5,10
Taylor Graham,2009,D,SEA,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,110000.0,110000.0,0
Taylor Graham,2010,D,SEA,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,115500.0,115500.0,0
Taylor Graham,2011,D,SEA,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,121276.0,121276.0,0
Taylor Hunter,2015,M,HOU,1,1,90,0,0,0.0,0.0,0,0,0,0,0,0,50000.0,50000.0,0
Taylor Hunter,2017,M,HOU,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,106008.0,106008.0,0
Taylor Kemp,2016,D,DC,32,31,2835,2,6,1.03,0.2,0,2,2,0,5,1,200000.0,200000.0,8
Taylor Kemp,2017,D,DC,22,22,1980,0,0,0.0,0.0,0,0,0,0,0,0,120000.0,120000.0,0
Taylor Peay,2014,D,POR,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,36500.04,36500.04,0
Taylor Peay,2015,D,POR,5,3,319,0,0,0.0,0.0,0,0,0,0,0,0,100000.0,100000.0,0
Taylor Peay,2016,D,POR,2,1,109,0,0,0.0,0.0,0,0,0,0,0,0,53472.0,53472.0,0
Teal Bunbury,2014,F,NE,36,33,2926,6,8,0.53,0.6,1,2,4,2,4,4,270000.0,466000.0,14
Teal Bunbury,2015,F,NE,31,20,1826,4,5,0.2,0.25,2,0,3,1,2,3,390000.0,480000.0,9
Teal Bunbury,2016,F,NE,27,19,1666,2,2,0.11,0.11,0,1,0,2,1,1,205000.0,250000.0,4
Teal Bunbury,2017,F,NE,28,13,1279,7,1,0.49,0.07,2,1,5,2,1,0,215000.0,260000.0,8
Terry Cooke,2007,M,COL,29,28,2288,0,7,0.0,0.28,0,2,0,0,4,3,147500.0,152500.0,7
Terry Cooke,2008,M,COL,24,18,1698,1,12,0.05,0.64,1,1,1,0,7,5,167500.0,172500.0,13
Terry Dunfield,2012,M,TOR,30,30,2493,3,0,0.11,0.0,1,0,1,2,0,0,86000.0,86000.0,3
Thomas Piermayr,2014,D,COL,14,14,1146,0,0,0.0,0.0,0,0,0,0,0,0,70008.0,74429.56,0
Tiago Ulisses,2012,M,VAN,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,180000.0,207705.0,0
Tim Ward,2007,D,CLB,6,6,539,0,0,0.0,0.0,0,0,0,0,0,0,38456.25,48456.25,0
Tim Ward,2008,D,COL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,44620.0,54620.0,0
Tim Ward,2009,D,CHI,19,19,1685,0,3,0.0,0.16,0,1,0,0,1,2,90000.0,90000.0,3
Timo Pitter,2016,M-F,DAL,1,0,9,0,0,0.0,0.0,0,0,0,0,0,0,103008.0,103008.0,0
Tino Nunez,2008,F,RSL,9,2,263,1,0,0.34,0.0,1,0,1,0,0,0,35400.0,35400.0,1
Tino Nunez,2009,F,RSL,3,0,18,0,0,0.0,0.0,0,0,0,0,0,0,20100.0,20100.0,0
Tom McManus,2008,F,COL,22,15,1307,5,2,0.34,0.14,2,0,3,2,2,0,134400.0,140462.5,7
Tomasz Frankowski,2008,F,CHI,17,7,628,2,2,0.29,0.29,0,1,2,0,2,0,396000.0,428500.0,4
Tommy Redding,2015,D,ORL,2,1,87,0,0,0.0,0.0,0,0,0,0,0,0,85000.0,92500.0,0
Tommy Redding,2016,D,ORL,18,16,1346,0,0,0.0,0.0,0,0,0,0,0,0,95000.0,102500.0,0
Tommy Redding,2017,D,ORL,18,14,1406,0,0,0.0,0.0,0,0,0,0,0,0,110000.0,117500.0,0
Tommy Thompson,2014,D,SJ,13,8,690,0,0,0.0,0.0,0,0,0,0,0,0,140000.0,145000.0,0
Tommy Thompson,2015,D,SJ,17,4,465,0,0,0.0,0.0,0,0,0,0,0,0,140000.0,145000.0,0
Tommy Thompson,2016,D,SJ,17,9,825,0,0,0.0,0.0,0,0,0,0,0,0,150000.0,155000.0,0
Tommy Thompson,2017,D,SJ,33,17,1596,1,4,0.06,0.23,0,1,0,1,4,0,300000.0,310000.0,5
Toni Stahl,2010,M,PHI,1,1,41,0,0,0.0,0.0,0,0,0,0,0,0,40000.0,110300.0,0
Tony Alfaro,2016,D,SEA,6,1,286,0,0,0.0,0.0,0,0,0,0,0,0,103000.0,103000.0,0
Tony Alfaro,2017,D,SEA,15,8,817,0,0,0.0,0.0,0,0,0,0,0,0,108150.0,108150.0,0
Tony Cascio,2012,M,COL,29,18,1692,3,3,0.16,0.16,2,1,2,1,3,0,44000.0,77750.0,6
Tony Cascio,2013,M,COL,13,4,530,1,0,0.17,0.0,1,0,0,1,0,0,129800.0,197300.0,1
Tony Cascio,2014,M,HOU,6,4,352,0,0,0.0,0.0,0,0,0,0,0,0,71390.0,105140.0,0
Tony Cascio,2015,M,ORL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,78529.0,112279.0,0
